2 	 1 	 5 	 0 	 0 
2 	 2 	 5 	 109.502 	 0 
2 	 3 	 5 	 109.502 	 0 
2 	 4 	 5 	 109.502 	 0 
2 	 5 	 5 	 109.502 	 0 
2 	 6 	 5 	 109.502 	 0 
2 	 7 	 5 	 109.502 	 0 
2 	 8 	 5 	 109.502 	 0 
2 	 9 	 5 	 218.847 	 0 
2 	 10 	 5 	 218.847 	 0 
2 	 11 	 5 	 218.847 	 0 
2 	 12 	 5 	 218.847 	 0 
2 	 13 	 5 	 218.847 	 0 
2 	 14 	 5 	 218.847 	 0 
2 	 15 	 5 	 218.847 	 0 
2 	 16 	 5 	 218.904 	 0 
2 	 17 	 5 	 218.904 	 0 
2 	 18 	 5 	 218.904 	 0 
2 	 19 	 5 	 218.904 	 0 
2 	 20 	 5 	 218.904 	 0 
2 	 21 	 5 	 218.904 	 0 
2 	 22 	 5 	 218.904 	 0 
2 	 23 	 5 	 218.904 	 0 
2 	 24 	 5 	 218.904 	 0 
2 	 25 	 5 	 218.904 	 0 
2 	 26 	 5 	 218.904 	 0 
2 	 27 	 5 	 218.904 	 0 
2 	 28 	 5 	 218.904 	 0 
2 	 29 	 5 	 218.904 	 0 
2 	 30 	 5 	 218.904 	 0 
2 	 31 	 5 	 218.904 	 0 
2 	 32 	 5 	 218.904 	 0 
2 	 33 	 5 	 218.904 	 0 
2 	 34 	 5 	 218.904 	 0 
2 	 35 	 5 	 218.904 	 0 
2 	 36 	 5 	 218.904 	 0 
2 	 37 	 5 	 218.904 	 0 
2 	 38 	 5 	 218.904 	 0 
2 	 39 	 5 	 218.904 	 0 
2 	 40 	 5 	 218.904 	 0 
2 	 41 	 5 	 218.904 	 0 
2 	 42 	 5 	 218.904 	 0 
2 	 43 	 5  	 218.904 	 0
2 	 44 	 5  	 218.904 	 0
2 	 45 	 5  	 218.904 	 0
2 	 46 	 5  	 218.904 	 0
2 	 47 	 5  	 218.904 	 0
2 	 48 	 5  	 218.904 	 0
2 	 49 	 5  	 218.904 	 0
2 	 50 	 5  	 218.904 	 0
2 	 51 	 5  	 218.904 	 0
2 	 52 	 5  	 218.904 	 0
2 	 53 	 5  	 218.904 	 0
2 	 54 	 5  	 218.904 	 0
2 	 55 	 5  	 218.904 	 0
2 	 56 	 5  	 218.904 	 0
2 	 57 	 5  	 218.904 	 0
2 	 58 	 5  	 218.904 	 0
2 	 59 	 5  	 218.904 	 0
2 	 60 	 5  	 218.904 	 0
2 	 61 	 5  	 218.904 	 0
2 	 62 	 5  	 218.904 	 0
2 	 63 	 5  	 218.904 	 0
2 	 64 	 5  	 218.904 	 0
2 	 65 	 5  	 218.904 	 0
2 	 66 	 5  	 218.904 	 0
2 	 67 	 5  	 218.904 	 0
2 	 68 	 5  	 218.904 	 0
2 	 69 	 5  	 218.904 	 0
2 	 70 	 5  	 218.904 	 0
2 	 71 	 5  	 218.904 	 0
2 	 72 	 5  	 218.904 	 0
2 	 73 	 5  	 218.904 	 0
2 	 74 	 5  	 218.904 	 0
2 	 75 	 5  	 218.904 	 0
2 	 76 	 5  	 218.904 	 0
2 	 77 	 5  	 218.904 	 0
2 	 78 	 5  	 218.904 	 0
2 	 79 	 5  	 218.904 	 0
2 	 80 	 5  	 218.904 	 0
2 	 81 	 5  	 218.904 	 0
2 	 82 	 5  	 218.904 	 0
2 	 83 	 5  	 218.904 	 0
2 	 84 	 5  	 218.904 	 0
2 	 85 	 5  	 218.904 	 0
2 	 86 	 5  	 218.904 	 0
2 	 87 	 5  	 218.904 	 0
2 	 88 	 5  	 218.904 	 0
2 	 89 	 5  	 218.904 	 0
2 	 90 	 5  	 218.904 	 0
2 	 91 	 5  	 218.904 	 0
2 	 92 	 5  	 218.904 	 0
2 	 93 	 5  	 218.904 	 0
2 	 94 	 5  	 218.904 	 0
2 	 95 	 5  	 218.904 	 0
2 	 96 	 5  	 218.904 	 0
2 	 97 	 5  	 218.904 	 0
2 	 98 	 5  	 218.904 	 0
2 	 99 	 5  	 218.904 	 0
2 	 100 	 5  	 218.904 	 0
