4 	 1 	 5 	 0 	 0 
4 	 2 	 5 	 0 	 0 
4 	 3 	 5 	 0 	 0 
4 	 4 	 5 	 1.32907 	 0 
4 	 5 	 5 	 1.32907 	 0 
4 	 6 	 5 	 1.32907 	 0 
4 	 7 	 5 	 1.32907 	 0 
4 	 8 	 5 	 1.32907 	 0 
4 	 9 	 5 	 1.32907 	 0 
4 	 10 	 5 	 1.32907 	 0 
4 	 11 	 5 	 11.5536 	 0 
4 	 12 	 5 	 11.5536 	 0 
4 	 13 	 5 	 11.5536 	 0 
4 	 14 	 5 	 11.5536 	 0 
4 	 15 	 5 	 11.5536 	 0 
4 	 16 	 5 	 11.5536 	 0 
4 	 17 	 5 	 11.5536 	 0 
4 	 18 	 5 	 11.5536 	 0 
4 	 19 	 5 	 11.5536 	 0 
4 	 20 	 5 	 11.5536 	 0 
4 	 21 	 5 	 11.5536 	 0 
4 	 22 	 5 	 11.5536 	 0 
4 	 23 	 5 	 11.5536 	 0 
4 	 24 	 5 	 11.5536 	 0 
4 	 25 	 5 	 11.5536 	 0 
4 	 26 	 5 	 11.5536 	 0 
4 	 27 	 5 	 11.5536 	 0 
4 	 28 	 5 	 11.5536 	 0 
4 	 29 	 5 	 11.5536 	 0 
4 	 30 	 5 	 11.5536 	 0 
4 	 31 	 5 	 11.5536 	 0 
4 	 32 	 5 	 11.5536 	 0 
4 	 33 	 5 	 11.5536 	 0 
4 	 34 	 5 	 11.5536 	 0 
4 	 35 	 5 	 11.5536 	 0 
4 	 36 	 5 	 11.5536 	 0 
4 	 37 	 5 	 11.5536 	 0 
4 	 38 	 5 	 11.5536 	 0 
4 	 39 	 5 	 11.5536 	 0 
4 	 40 	 5 	 11.5536 	 0 
4 	 41 	 5 	 11.5536 	 0 
4 	 42 	 5 	 11.5536 	 0 
4 	 43 	 5  	 11.5536 	 0
4 	 44 	 5  	 11.5536 	 0
4 	 45 	 5  	 11.5536 	 0
4 	 46 	 5  	 11.5536 	 0
4 	 47 	 5  	 11.5536 	 0
4 	 48 	 5  	 11.5536 	 0
4 	 49 	 5  	 11.5536 	 0
4 	 50 	 5  	 11.5536 	 0
4 	 51 	 5  	 11.5536 	 0
4 	 52 	 5  	 11.5536 	 0
4 	 53 	 5  	 11.5536 	 0
4 	 54 	 5  	 11.5536 	 0
4 	 55 	 5  	 11.5536 	 0
4 	 56 	 5  	 11.5536 	 0
4 	 57 	 5  	 11.5536 	 0
4 	 58 	 5  	 11.5536 	 0
4 	 59 	 5  	 11.5536 	 0
4 	 60 	 5  	 11.5536 	 0
4 	 61 	 5  	 11.5536 	 0
4 	 62 	 5  	 11.5536 	 0
4 	 63 	 5  	 11.5536 	 0
4 	 64 	 5  	 11.5536 	 0
4 	 65 	 5  	 11.5536 	 0
4 	 66 	 5  	 11.5536 	 0
4 	 67 	 5  	 11.5536 	 0
4 	 68 	 5  	 11.5536 	 0
4 	 69 	 5  	 11.5536 	 0
4 	 70 	 5  	 11.5536 	 0
4 	 71 	 5  	 11.5536 	 0
4 	 72 	 5  	 11.5536 	 0
4 	 73 	 5  	 11.5536 	 0
4 	 74 	 5  	 11.5536 	 0
4 	 75 	 5  	 11.5536 	 0
4 	 76 	 5  	 11.5536 	 0
4 	 77 	 5  	 11.5536 	 0
4 	 78 	 5  	 11.5536 	 0
4 	 79 	 5  	 11.5536 	 0
4 	 80 	 5  	 11.5536 	 0
4 	 81 	 5  	 11.5536 	 0
4 	 82 	 5  	 11.5536 	 0
4 	 83 	 5  	 11.5536 	 0
4 	 84 	 5  	 11.5536 	 0
4 	 85 	 5  	 11.5536 	 0
4 	 86 	 5  	 11.5536 	 0
4 	 87 	 5  	 11.5536 	 0
4 	 88 	 5  	 11.5536 	 0
4 	 89 	 5  	 11.5536 	 0
4 	 90 	 5  	 11.5536 	 0
4 	 91 	 5  	 11.5536 	 0
4 	 92 	 5  	 11.5536 	 0
4 	 93 	 5  	 11.5536 	 0
4 	 94 	 5  	 11.5536 	 0
4 	 95 	 5  	 11.5536 	 0
4 	 96 	 5  	 11.5536 	 0
4 	 97 	 5  	 11.5536 	 0
4 	 98 	 5  	 11.5536 	 0
4 	 99 	 5  	 11.5536 	 0
4 	 100 	 5  	 11.5536 	 0
